Ty3	AH3Mb	chrY	0.0	3	1	3.0
Ty3	AH3Mb	chrY	1000000.0	9	2	4.5
Ty3	AH3Mb	chrY	2000000.0	11	2	5.5
Ty3	AH3Mb	chrY	3000000.0	10	3	3.3333333333333335
Ty3	AH3Mb	chrY	4000000.0	14	2	7.0
Ty3	AH3Mb	chrY	5000000.0	9	2	4.5
Ty3	AH3Mb	chrY	6000000.0	12	1	12.0
Ty3	AH3Mb	chrY	7000000.0	14	2	7.0
Ty3	AH3Mb	chrY	8000000.0	21	5	4.2
Ty3	AH3Mb	chrY	9000000.0	16	5	3.2
Ty3	AH3Mb	chrY	10000000.0	13	7	1.8571428571428572
Ty3	AH3Mb	chrY	11000000.0	19	4	4.75
Ty3	AH3Mb	chrY	12000000.0	24	4	6.0
Ty3	AH3Mb	chrY	13000000.0	20	9	2.2222222222222223
Ty3	AH3Mb	chrY	14000000.0	20	9	2.2222222222222223
Ty3	AH3Mb	chrY	15000000.0	14	7	2.0
Ty3	AH3Mb	chrY	16000000.0	15	4	3.75
Ty3	AH3Mb	chrY	17000000.0	13	2	6.5
Ty3	AH3Mb	chrY	18000000.0	15	11	1.3636363636363635
Ty3	AH3Mb	chrY	19000000.0	20	14	1.4285714285714286
Ty3	AH3Mb	chrY	20000000.0	18	7	2.5714285714285716
Ty3	AH3Mb	chrY	21000000.0	12	9	1.3333333333333333
Ty3	AH3Mb	chrY	22000000.0	16	8	2.0
Ty3	AH3Mb	chrY	23000000.0	13	9	1.4444444444444444
Ty3	AH3Mb	chrY	24000000.0	12	8	1.5
Ty3	AH3Mb	chrY	25000000.0	11	13	0.8461538461538461
Ty3	AH3Mb	chrY	26000000.0	24	12	2.0
Ty3	AH3Mb	chrY	27000000.0	11	9	1.2222222222222223
Ty3	AH3Mb	chrY	28000000.0	20	12	1.6666666666666667
Ty3	AH3Mb	chrY	29000000.0	21	10	2.1
Ty3	AH3Mb	chrY	30000000.0	24	6	4.0
Ty3	AH3Mb	chrY	31000000.0	18	14	1.2857142857142858
Ty3	AH3Mb	chrY	32000000.0	31	9	3.4444444444444446
Ty3	AH3Mb	chrY	33000000.0	27	10	2.7
Ty3	AH3Mb	chrY	34000000.0	26	12	2.1666666666666665
Ty3	AH3Mb	chrY	35000000.0	32	8	4.0
Ty3	AH3Mb	chrY	36000000.0	19	12	1.5833333333333333
Ty3	AH3Mb	chrY	37000000.0	25	10	2.5
Ty3	AH3Mb	chrY	38000000.0	25	9	2.7777777777777777
Ty3	AH3Mb	chrY	39000000.0	32	8	4.0
Ty3	AH3Mb	chrY	40000000.0	28	6	4.666666666666667
Ty3	AH3Mb	chrY	41000000.0	37	10	3.7
Ty3	AH3Mb	chrY	42000000.0	30	9	3.3333333333333335
Ty3	AH3Mb	chrY	43000000.0	20	16	1.25
Ty3	AH3Mb	chrY	44000000.0	14	10	1.4
Ty3	AH3Mb	chrY	45000000.0	38	4	9.5
Ty3	AH3Mb	chrY	46000000.0	28	16	1.75
Ty3	AH3Mb	chrY	47000000.0	21	16	1.3125
Ty3	AH3Mb	chrY	48000000.0	19	4	4.75
Ty3	AH3Mb	chrY	49000000.0	20	9	2.2222222222222223
Ty3	AH3Mb	chrY	50000000.0	20	10	2.0
Ty3	AH3Mb	chrY	51000000.0	25	5	5.0
Ty3	AH3Mb	chrY	52000000.0	20	6	3.3333333333333335
Ty3	AH3Mb	chrY	53000000.0	24	10	2.4
Ty3	AH3Mb	chrY	54000000.0	26	14	1.8571428571428572
Ty3	AH3Mb	chrY	55000000.0	23	6	3.8333333333333335
Ty3	AH3Mb	chrY	56000000.0	18	6	3.0
Ty3	AH3Mb	chrY	57000000.0	22	16	1.375
Ty3	AH3Mb	chrY	58000000.0	35	11	3.1818181818181817
Ty3	AH3Mb	chrY	59000000.0	16	5	3.2
Ty3	AH3Mb	chrY	60000000.0	33	8	4.125
Ty3	AH3Mb	chrY	61000000.0	31	5	6.2
Ty3	AH3Mb	chrY	62000000.0	22	9	2.4444444444444446
Ty3	AH3Mb	chrY	63000000.0	33	6	5.5
Ty3	AH3Mb	chrY	64000000.0	28	8	3.5
Ty3	AH3Mb	chrY	65000000.0	31	11	2.8181818181818183
Ty3	AH3Mb	chrY	66000000.0	21	6	3.5
Ty3	AH3Mb	chrY	67000000.0	32	8	4.0
Ty3	AH3Mb	chrY	68000000.0	31	13	2.3846153846153846
Ty3	AH3Mb	chrY	69000000.0	30	7	4.285714285714286
Ty3	AH3Mb	chrY	70000000.0	29	6	4.833333333333333
Ty3	AH3Mb	chrY	71000000.0	26	10	2.6
Ty3	AH3Mb	chrY	72000000.0	29	14	2.0714285714285716
Ty3	AH3Mb	chrY	73000000.0	19	13	1.4615384615384615
Ty3	AH3Mb	chrY	74000000.0	25	10	2.5
Ty3	AH3Mb	chrY	75000000.0	28	8	3.5
Ty3	AH3Mb	chrY	76000000.0	17	18	0.9444444444444444
Ty3	AH3Mb	chrY	77000000.0	22	10	2.2
Ty3	AH3Mb	chrY	78000000.0	16	9	1.7777777777777777
Ty3	AH3Mb	chrY	79000000.0	25	12	2.0833333333333335
Ty3	AH3Mb	chrY	80000000.0	22	7	3.142857142857143
Ty3	AH3Mb	chrY	81000000.0	24	9	2.6666666666666665
Ty3	AH3Mb	chrY	82000000.0	14	11	1.2727272727272727
Ty3	AH3Mb	chrY	83000000.0	19	3	6.333333333333333
Ty3	AH3Mb	chrY	84000000.0	19	12	1.5833333333333333
Ty3	AH3Mb	chrY	85000000.0	22	8	2.75
Ty3	AH3Mb	chrY	86000000.0	27	11	2.4545454545454546
Ty3	AH3Mb	chrY	87000000.0	32	3	10.666666666666666
Ty3	AH3Mb	chrY	88000000.0	20	16	1.25
Ty3	AH3Mb	chrY	89000000.0	27	11	2.4545454545454546
Ty3	AH3Mb	chrY	90000000.0	28	10	2.8
Ty3	AH3Mb	chrY	91000000.0	31	14	2.2142857142857144
Ty3	AH3Mb	chrY	92000000.0	34	14	2.4285714285714284
Ty3	AH3Mb	chrY	93000000.0	22	9	2.4444444444444446
Ty3	AH3Mb	chrY	94000000.0	26	14	1.8571428571428572
Ty3	AH3Mb	chrY	95000000.0	38	11	3.4545454545454546
Ty3	AH3Mb	chrY	96000000.0	23	10	2.3
Ty3	AH3Mb	chrY	97000000.0	25	7	3.5714285714285716
Ty3	AH3Mb	chrY	98000000.0	29	9	3.2222222222222223
Ty3	AH3Mb	chrY	99000000.0	18	14	1.2857142857142858
Ty3	AH3Mb	chrY	100000000.0	24	5	4.8
Ty3	AH3Mb	chrY	101000000.0	22	14	1.5714285714285714
Ty3	AH3Mb	chrY	102000000.0	27	5	5.4
Ty3	AH3Mb	chrY	103000000.0	20	3	6.666666666666667
Ty3	AH3Mb	chrY	104000000.0	20	9	2.2222222222222223
Ty3	AH3Mb	chrY	105000000.0	23	9	2.5555555555555554
Ty3	AH3Mb	chrY	106000000.0	26	14	1.8571428571428572
Ty3	AH3Mb	chrY	107000000.0	29	9	3.2222222222222223
Ty3	AH3Mb	chrY	108000000.0	26	9	2.888888888888889
Ty3	AH3Mb	chrY	109000000.0	38	3	12.666666666666666
Ty3	AH3Mb	chrY	110000000.0	18	1	18.0
