Ty1	AH3Ma	chrX	0.0	3	0	nan
Ty1	AH3Ma	chrX	1000000.0	6	2	3.0
Ty1	AH3Ma	chrX	2000000.0	7	4	1.75
Ty1	AH3Ma	chrX	3000000.0	6	6	1.0
Ty1	AH3Ma	chrX	4000000.0	4	2	2.0
Ty1	AH3Ma	chrX	5000000.0	11	7	1.5714285714285714
Ty1	AH3Ma	chrX	6000000.0	15	4	3.75
Ty1	AH3Ma	chrX	7000000.0	8	9	0.8888888888888888
Ty1	AH3Ma	chrX	8000000.0	6	9	0.6666666666666666
Ty1	AH3Ma	chrX	9000000.0	10	7	1.4285714285714286
Ty1	AH3Ma	chrX	10000000.0	9	3	3.0
Ty1	AH3Ma	chrX	11000000.0	15	8	1.875
Ty1	AH3Ma	chrX	12000000.0	10	7	1.4285714285714286
Ty1	AH3Ma	chrX	13000000.0	10	2	5.0
Ty1	AH3Ma	chrX	14000000.0	8	5	1.6
Ty1	AH3Ma	chrX	15000000.0	13	6	2.1666666666666665
Ty1	AH3Ma	chrX	16000000.0	3	5	0.6
Ty1	AH3Ma	chrX	17000000.0	4	4	1.0
Ty1	AH3Ma	chrX	18000000.0	3	11	0.2727272727272727
Ty1	AH3Ma	chrX	19000000.0	11	9	1.2222222222222223
Ty1	AH3Ma	chrX	20000000.0	10	4	2.5
Ty1	AH3Ma	chrX	21000000.0	7	5	1.4
Ty1	AH3Ma	chrX	22000000.0	14	7	2.0
Ty1	AH3Ma	chrX	23000000.0	5	11	0.45454545454545453
Ty1	AH3Ma	chrX	24000000.0	8	6	1.3333333333333333
Ty1	AH3Ma	chrX	25000000.0	6	9	0.6666666666666666
Ty1	AH3Ma	chrX	26000000.0	4	4	1.0
Ty1	AH3Ma	chrX	27000000.0	8	8	1.0
Ty1	AH3Ma	chrX	28000000.0	12	11	1.0909090909090908
Ty1	AH3Ma	chrX	29000000.0	18	4	4.5
Ty1	AH3Ma	chrX	30000000.0	12	8	1.5
Ty1	AH3Ma	chrX	31000000.0	10	3	3.3333333333333335
Ty1	AH3Ma	chrX	32000000.0	14	8	1.75
Ty1	AH3Ma	chrX	33000000.0	13	5	2.6
Ty1	AH3Ma	chrX	34000000.0	12	1	12.0
Ty1	AH3Ma	chrX	35000000.0	11	1	11.0
Ty1	AH3Ma	chrX	36000000.0	12	5	2.4
Ty1	AH3Ma	chrX	37000000.0	16	8	2.0
Ty1	AH3Ma	chrX	38000000.0	15	4	3.75
Ty1	AH3Ma	chrX	39000000.0	7	1	7.0
Ty1	AH3Ma	chrX	40000000.0	12	2	6.0
Ty1	AH3Ma	chrX	41000000.0	16	2	8.0
Ty1	AH3Ma	chrX	42000000.0	17	5	3.4
Ty1	AH3Ma	chrX	43000000.0	17	5	3.4
Ty1	AH3Ma	chrX	44000000.0	14	6	2.3333333333333335
Ty1	AH3Ma	chrX	45000000.0	16	2	8.0
Ty1	AH3Ma	chrX	46000000.0	9	6	1.5
Ty1	AH3Ma	chrX	47000000.0	11	3	3.6666666666666665
Ty1	AH3Ma	chrX	48000000.0	16	3	5.333333333333333
Ty1	AH3Ma	chrX	49000000.0	15	4	3.75
Ty1	AH3Ma	chrX	50000000.0	15	4	3.75
Ty1	AH3Ma	chrX	51000000.0	11	6	1.8333333333333333
Ty1	AH3Ma	chrX	52000000.0	15	4	3.75
Ty1	AH3Ma	chrX	53000000.0	10	5	2.0
Ty1	AH3Ma	chrX	54000000.0	16	8	2.0
Ty1	AH3Ma	chrX	55000000.0	8	10	0.8
Ty1	AH3Ma	chrX	56000000.0	10	7	1.4285714285714286
Ty1	AH3Ma	chrX	57000000.0	14	5	2.8
Ty1	AH3Ma	chrX	58000000.0	11	8	1.375
Ty1	AH3Ma	chrX	59000000.0	3	7	0.42857142857142855
Ty1	AH3Ma	chrX	60000000.0	7	7	1.0
Ty1	AH3Ma	chrX	61000000.0	18	9	2.0
Ty1	AH3Ma	chrX	62000000.0	13	6	2.1666666666666665
Ty1	AH3Ma	chrX	63000000.0	13	5	2.6
Ty1	AH3Ma	chrX	64000000.0	15	9	1.6666666666666667
Ty1	AH3Ma	chrX	65000000.0	9	4	2.25
Ty1	AH3Ma	chrX	66000000.0	11	8	1.375
Ty1	AH3Ma	chrX	67000000.0	10	8	1.25
Ty1	AH3Ma	chrX	68000000.0	10	9	1.1111111111111112
Ty1	AH3Ma	chrX	69000000.0	15	4	3.75
Ty1	AH3Ma	chrX	70000000.0	11	9	1.2222222222222223
Ty1	AH3Ma	chrX	71000000.0	10	8	1.25
Ty1	AH3Ma	chrX	72000000.0	13	5	2.6
Ty1	AH3Ma	chrX	73000000.0	13	2	6.5
Ty1	AH3Ma	chrX	74000000.0	11	8	1.375
Ty1	AH3Ma	chrX	75000000.0	13	2	6.5
Ty1	AH3Ma	chrX	76000000.0	12	7	1.7142857142857142
Ty1	AH3Ma	chrX	77000000.0	13	2	6.5
Ty1	AH3Ma	chrX	78000000.0	10	10	1.0
Ty1	AH3Ma	chrX	79000000.0	6	4	1.5
Ty1	AH3Ma	chrX	80000000.0	6	3	2.0
Ty1	AH3Ma	chrX	81000000.0	7	5	1.4
Ty1	AH3Ma	chrX	82000000.0	9	2	4.5
Ty1	AH3Ma	chrX	83000000.0	4	2	2.0
Ty1	AH3Ma	chrX	84000000.0	0	1	0.0
