AH3Mb	chr1	0	0.5801504694906787	32.0606
AH3Mb	chr1	1000000	0.5589469120842101	30.4719
AH3Mb	chr1	2000000	0.5791852737495421	30.7329
AH3Mb	chr1	3000000	0.5851350117462029	31.2254
AH3Mb	chr1	4000000	0.5778453687669097	31.9261
AH3Mb	chr1	5000000	0.5945975994363041	31.6716
AH3Mb	chr1	6000000	0.5970760310552323	31.8131
AH3Mb	chr1	7000000	0.608455554724113	31.6246
AH3Mb	chr1	8000000	0.6397065133801066	33.1401
AH3Mb	chr1	9000000	0.6068909057208061	32.4934
AH3Mb	chr1	10000000	0.5890261064517943	31.5071
AH3Mb	chr1	11000000	0.5799667763883192	32.185
AH3Mb	chr1	12000000	0.5900859610003123	32.0678
AH3Mb	chr1	13000000	0.6268294007887076	32.1534
AH3Mb	chr1	14000000	0.6067501824001874	32.1182
AH3Mb	chr1	15000000	0.5715515656514762	32.9583
AH3Mb	chr1	16000000	0.6053461891181803	32.2611
AH3Mb	chr1	17000000	0.5568300197611027	31.8022
AH3Mb	chr1	18000000	0.6162999618638614	32.8393
AH3Mb	chr1	19000000	0.5707722386293365	32.7578
AH3Mb	chr1	20000000	0.5782566338972758	31.9791
AH3Mb	chr1	21000000	0.6389101926087581	32.9735
AH3Mb	chr1	22000000	0.6288590256680382	32.8409
AH3Mb	chr1	23000000	0.6188971861231535	32.5873
AH3Mb	chr1	24000000	0.580222533985354	33.3051
AH3Mb	chr1	25000000	0.6125700824319451	33.3657
AH3Mb	chr1	26000000	0.6281737514900726	33.7357
AH3Mb	chr1	27000000	0.6276257284899724	33.566
AH3Mb	chr1	28000000	0.6217963726771062	33.8334
AH3Mb	chr1	29000000	0.604744189599806	33.4313
AH3Mb	chr1	30000000	0.6245973625226158	33.8476
AH3Mb	chr1	31000000	0.6079919689941369	33.5356
AH3Mb	chr1	32000000	0.6265808525665221	33.5626
AH3Mb	chr1	33000000	0.6278220102531873	34.3144
AH3Mb	chr1	34000000	0.6348141506103242	33.9684
AH3Mb	chr1	35000000	0.6324744215472297	34.8883
AH3Mb	chr1	36000000	0.6162709950436792	33.6918
AH3Mb	chr1	37000000	0.6220858341125438	34.8599
AH3Mb	chr1	38000000	0.6338910380803959	38.5665
AH3Mb	chr1	39000000	0.649245474119577	35.1954
AH3Mb	chr1	40000000	0.6339318627972039	36.4809
AH3Mb	chr1	41000000	0.605577870587965	34.3368
AH3Mb	chr1	42000000	0.6299350527787443	34.9
AH3Mb	chr1	43000000	0.6597184041432377	34.9815
AH3Mb	chr1	44000000	0.6573195483135785	33.7781
AH3Mb	chr1	45000000	0.5699630429846356	33.4612
AH3Mb	chr1	46000000	0.6510514749095927	34.1943
AH3Mb	chr1	47000000	0.6047754852941855	33.5266
AH3Mb	chr1	48000000	0.570185674091719	33.0202
AH3Mb	chr1	49000000	0.6179365830580079	32.977
AH3Mb	chr1	50000000	0.602141006873045	31.698
AH3Mb	chr1	51000000	0.5957731572344956	33.9812
AH3Mb	chr1	52000000	0.6338324088923176	34.1142
AH3Mb	chr1	53000000	0.5971314791742919	33.0725
AH3Mb	chr1	54000000	0.6174655677609339	33.0055
AH3Mb	chr1	55000000	0.6001524352957224	33.8076
AH3Mb	chr1	56000000	0.5796979074422285	33.0614
AH3Mb	chr1	57000000	0.6009787395293418	33.6198
AH3Mb	chr1	58000000	0.6058069341121101	33.9796
AH3Mb	chr1	59000000	0.5861889954622752	33.3918
AH3Mb	chr1	60000000	0.5920001817048552	33.5079
AH3Mb	chr1	61000000	0.5590623436567261	33.0749
AH3Mb	chr1	62000000	0.5705030913706859	33.6623
AH3Mb	chr1	63000000	0.606503579564269	34.3593
AH3Mb	chr1	64000000	0.5599993010399119	33.9727
AH3Mb	chr1	65000000	0.5442969255978642	33.23
AH3Mb	chr1	66000000.0	0.5691567361368784	33.493513205843676
