AH3Mb	chr1	0.0	0	0	0.0
AH3Mb	chr1	1000000.0	1	7279	0.7279
AH3Mb	chr1	2000000.0	0	0	0.0
AH3Mb	chr1	3000000.0	0	0	0.0
AH3Mb	chr1	4000000.0	0	0	0.0
AH3Mb	chr1	5000000.0	0	0	0.0
AH3Mb	chr1	6000000.0	0	0	0.0
AH3Mb	chr1	7000000.0	0	0	0.0
AH3Mb	chr1	8000000.0	0	0	0.0
AH3Mb	chr1	9000000.0	0	0	0.0
AH3Mb	chr1	10000000.0	0	0	0.0
AH3Mb	chr1	11000000.0	0	0	0.0
AH3Mb	chr1	12000000.0	0	0	0.0
AH3Mb	chr1	13000000.0	3	20144	2.0143999999999997
AH3Mb	chr1	14000000.0	0	0	0.0
AH3Mb	chr1	15000000.0	0	0	0.0
AH3Mb	chr1	16000000.0	0	0	0.0
AH3Mb	chr1	17000000.0	0	0	0.0
AH3Mb	chr1	18000000.0	1	674	0.0674
AH3Mb	chr1	19000000.0	1	5435	0.5435
AH3Mb	chr1	20000000.0	1	2110	0.211
AH3Mb	chr1	21000000.0	2	9942	0.9942
AH3Mb	chr1	22000000.0	0	0	0.0
AH3Mb	chr1	23000000.0	0	0	0.0
AH3Mb	chr1	24000000.0	2	13199	1.3199
AH3Mb	chr1	25000000.0	0	0	0.0
AH3Mb	chr1	26000000.0	1	1493	0.1493
AH3Mb	chr1	27000000.0	0	0	0.0
AH3Mb	chr1	28000000.0	2	15451	1.5451
AH3Mb	chr1	29000000.0	0	0	0.0
AH3Mb	chr1	30000000.0	0	0	0.0
AH3Mb	chr1	31000000.0	0	0	0.0
AH3Mb	chr1	32000000.0	1	10017	1.0017
AH3Mb	chr1	33000000.0	2	12549	1.2549
AH3Mb	chr1	34000000.0	0	0	0.0
AH3Mb	chr1	35000000.0	0	0	0.0
AH3Mb	chr1	36000000.0	0	0	0.0
AH3Mb	chr1	37000000.0	0	0	0.0
AH3Mb	chr1	38000000.0	0	0	0.0
AH3Mb	chr1	39000000.0	0	0	0.0
AH3Mb	chr1	40000000.0	0	0	0.0
AH3Mb	chr1	41000000.0	1	12224	1.2224000000000002
AH3Mb	chr1	42000000.0	0	0	0.0
AH3Mb	chr1	43000000.0	3	10333	1.0333
AH3Mb	chr1	44000000.0	2	4328	0.4328
AH3Mb	chr1	45000000.0	0	0	0.0
AH3Mb	chr1	46000000.0	0	0	0.0
AH3Mb	chr1	47000000.0	0	0	0.0
AH3Mb	chr1	48000000.0	0	0	0.0
AH3Mb	chr1	49000000.0	0	0	0.0
AH3Mb	chr1	50000000.0	0	0	0.0
AH3Mb	chr1	51000000.0	0	0	0.0
AH3Mb	chr1	52000000.0	0	0	0.0
AH3Mb	chr1	53000000.0	0	0	0.0
AH3Mb	chr1	54000000.0	0	0	0.0
AH3Mb	chr1	55000000.0	0	0	0.0
AH3Mb	chr1	56000000.0	0	0	0.0
AH3Mb	chr1	57000000.0	0	0	0.0
AH3Mb	chr1	58000000.0	0	0	0.0
AH3Mb	chr1	59000000.0	0	0	0.0
AH3Mb	chr1	60000000.0	0	0	0.0
AH3Mb	chr1	61000000.0	0	0	0.0
AH3Mb	chr1	62000000.0	0	0	0.0
AH3Mb	chr1	63000000.0	0	0	0.0
AH3Mb	chr1	64000000.0	0	0	0.0
AH3Mb	chr1	65000000.0	4	58333	5.8333
AH3Mb	chr1	66000000.0	0	0	0.0
