AH3Mb	chr1	0.0	0	0	0.0
AH3Mb	chr1	1000000.0	0	0	0.0
AH3Mb	chr1	2000000.0	0	0	0.0
AH3Mb	chr1	3000000.0	0	0	0.0
AH3Mb	chr1	4000000.0	0	0	0.0
AH3Mb	chr1	5000000.0	0	0	0.0
AH3Mb	chr1	6000000.0	0	0	0.0
AH3Mb	chr1	7000000.0	0	0	0.0
AH3Mb	chr1	8000000.0	0	0	0.0
AH3Mb	chr1	9000000.0	0	0	0.0
AH3Mb	chr1	10000000.0	0	0	0.0
AH3Mb	chr1	11000000.0	0	0	0.0
AH3Mb	chr1	12000000.0	0	0	0.0
AH3Mb	chr1	13000000.0	0	0	0.0
AH3Mb	chr1	14000000.0	0	0	0.0
AH3Mb	chr1	15000000.0	0	0	0.0
AH3Mb	chr1	16000000.0	0	0	0.0
AH3Mb	chr1	17000000.0	0	0	0.0
AH3Mb	chr1	18000000.0	0	0	0.0
AH3Mb	chr1	19000000.0	0	0	0.0
AH3Mb	chr1	20000000.0	1	11312	1.1312
AH3Mb	chr1	21000000.0	0	0	0.0
AH3Mb	chr1	22000000.0	0	0	0.0
AH3Mb	chr1	23000000.0	0	0	0.0
AH3Mb	chr1	24000000.0	2	4107	0.41070000000000007
AH3Mb	chr1	25000000.0	0	0	0.0
AH3Mb	chr1	26000000.0	1	302	0.0302
AH3Mb	chr1	27000000.0	0	0	0.0
AH3Mb	chr1	28000000.0	0	0	0.0
AH3Mb	chr1	29000000.0	0	0	0.0
AH3Mb	chr1	30000000.0	0	0	0.0
AH3Mb	chr1	31000000.0	0	0	0.0
AH3Mb	chr1	32000000.0	0	0	0.0
AH3Mb	chr1	33000000.0	1	606	0.0606
AH3Mb	chr1	34000000.0	0	0	0.0
AH3Mb	chr1	35000000.0	0	0	0.0
AH3Mb	chr1	36000000.0	0	0	0.0
AH3Mb	chr1	37000000.0	0	0	0.0
AH3Mb	chr1	38000000.0	1	8553	0.8553
AH3Mb	chr1	39000000.0	1	1500	0.15
AH3Mb	chr1	40000000.0	0	0	0.0
AH3Mb	chr1	41000000.0	0	0	0.0
AH3Mb	chr1	42000000.0	0	0	0.0
AH3Mb	chr1	43000000.0	2	5518	0.5518000000000001
AH3Mb	chr1	44000000.0	0	0	0.0
AH3Mb	chr1	45000000.0	0	0	0.0
AH3Mb	chr1	46000000.0	1	625	0.0625
AH3Mb	chr1	47000000.0	3	9274	0.9273999999999999
AH3Mb	chr1	48000000.0	0	0	0.0
AH3Mb	chr1	49000000.0	0	0	0.0
AH3Mb	chr1	50000000.0	0	0	0.0
AH3Mb	chr1	51000000.0	0	0	0.0
AH3Mb	chr1	52000000.0	0	0	0.0
AH3Mb	chr1	53000000.0	2	11502	1.1502000000000001
AH3Mb	chr1	54000000.0	2	14119	1.4119
AH3Mb	chr1	55000000.0	0	0	0.0
AH3Mb	chr1	56000000.0	0	0	0.0
AH3Mb	chr1	57000000.0	0	0	0.0
AH3Mb	chr1	58000000.0	0	0	0.0
AH3Mb	chr1	59000000.0	1	4538	0.45380000000000004
AH3Mb	chr1	60000000.0	2	7703	0.7703
AH3Mb	chr1	61000000.0	1	10474	1.0474
AH3Mb	chr1	62000000.0	0	0	0.0
AH3Mb	chr1	63000000.0	0	0	0.0
AH3Mb	chr1	64000000.0	1	1013	0.1013
AH3Mb	chr1	65000000.0	0	0	0.0
AH3Mb	chr1	66000000.0	0	0	0.0
