AH3Mb	chr1	Mutator_TIR_transposon	0_5	0.0	194	58619	5.8618999999999994	3.3623633879781427	3.5208000000000004
AH3Mb	chr1	Mutator_TIR_transposon	0_5	1000000.0	134	30171	3.0171	3.7909836065573757	0.1099
AH3Mb	chr1	Mutator_TIR_transposon	0_5	2000000.0	127	30569	3.0568999999999997	2.986680327868853	0.642
AH3Mb	chr1	Mutator_TIR_transposon	0_5	3000000.0	127	37461	3.7461	3.408469945355191	0.374
AH3Mb	chr1	Mutator_TIR_transposon	0_5	4000000.0	73	19614	1.9614	3.333333333333336	0.09169999999999999
AH3Mb	chr1	Mutator_TIR_transposon	0_5	5000000.0	115	29445	2.9444999999999997	3.709016393442626	0.1036
AH3Mb	chr1	Mutator_TIR_transposon	0_5	6000000.0	135	36718	3.6718	3.1818181818181843	0.5185000000000001
AH3Mb	chr1	Mutator_TIR_transposon	0_5	7000000.0	110	29820	2.9819999999999998	3.737704918032788	0.4057
AH3Mb	chr1	Mutator_TIR_transposon	0_5	8000000.0	102	28825	2.8825	4.054224464060529	0.3771
AH3Mb	chr1	Mutator_TIR_transposon	0_5	9000000.0	110	27579	2.7579	4.112021857923499	0.44660000000000005
AH3Mb	chr1	Mutator_TIR_transposon	0_5	10000000.0	115	33207	3.3207	3.4281581485053043	1.058
AH3Mb	chr1	Mutator_TIR_transposon	0_5	11000000.0	89	25284	2.5284	4.9836065573770485	0.255
AH3Mb	chr1	Mutator_TIR_transposon	0_5	12000000.0	103	28965	2.8965	4.368852459016396	0.4678
AH3Mb	chr1	Mutator_TIR_transposon	0_5	13000000.0	105	25306	2.5305999999999997	4.120218579234971	0.5159
AH3Mb	chr1	Mutator_TIR_transposon	0_5	14000000.0	109	27900	2.79	3.094262295081967	0.3182
AH3Mb	chr1	Mutator_TIR_transposon	0_5	15000000.0	88	23626	2.3626	3.5543964232488836	0.41590000000000005
AH3Mb	chr1	Mutator_TIR_transposon	0_5	16000000.0	116	33924	3.3924000000000003	4.231557377049177	0.4111
AH3Mb	chr1	Mutator_TIR_transposon	0_5	17000000.0	89	25673	2.5673000000000004	2.5614754098360657	0.42360000000000003
AH3Mb	chr1	Mutator_TIR_transposon	0_5	18000000.0	94	24163	2.4163	3.032786885245903	0.4746
AH3Mb	chr1	Mutator_TIR_transposon	0_5	19000000.0	90	24241	2.4240999999999997	3.8897168405365146	0.3907
AH3Mb	chr1	Mutator_TIR_transposon	0_5	20000000.0	119	35006	3.5006000000000004	3.7849566055930572	0.7944
AH3Mb	chr1	Mutator_TIR_transposon	0_5	21000000.0	98	28221	2.8221	3.5701275045537333	0.3972
AH3Mb	chr1	Mutator_TIR_transposon	0_5	22000000.0	102	28731	2.8731	2.978142076502732	0.45339999999999997
AH3Mb	chr1	Mutator_TIR_transposon	0_5	23000000.0	69	23166	2.3165999999999998	3.456284153005466	0.3321
