AH3Mb	chr1	0.0	59.52822988505724
AH3Mb	chr1	1000000.0	50.99320095804689
AH3Mb	chr1	2000000.0	51.71868033028597
AH3Mb	chr1	3000000.0	45.61539648521219
AH3Mb	chr1	4000000.0	47.99985847063797
AH3Mb	chr1	5000000.0	54.20788738155299
AH3Mb	chr1	6000000.0	57.43436760082955
AH3Mb	chr1	7000000.0	54.05813525410172
AH3Mb	chr1	8000000.0	58.405982787500776
AH3Mb	chr1	9000000.0	62.34574117797217
AH3Mb	chr1	10000000.0	53.65080094392006
AH3Mb	chr1	11000000.0	59.66730147864186
AH3Mb	chr1	12000000.0	61.581808598028545
AH3Mb	chr1	13000000.0	66.7930638510559
AH3Mb	chr1	14000000.0	64.86048101756214
AH3Mb	chr1	15000000.0	69.78678931943998
AH3Mb	chr1	16000000.0	74.28533162612048
AH3Mb	chr1	17000000.0	69.96421461220356
AH3Mb	chr1	18000000.0	82.35320268899012
AH3Mb	chr1	19000000.0	73.35922766379875
AH3Mb	chr1	20000000.0	72.54095385699189
AH3Mb	chr1	21000000.0	79.41320023316794
AH3Mb	chr1	22000000.0	80.05572807385619
AH3Mb	chr1	23000000.0	83.2519550941266
AH3Mb	chr1	24000000.0	79.77262994027171
AH3Mb	chr1	25000000.0	83.254353125754
AH3Mb	chr1	26000000.0	82.2658517114627
AH3Mb	chr1	27000000.0	80.87336211362445
AH3Mb	chr1	28000000.0	89.52066802883206
AH3Mb	chr1	29000000.0	86.77518543410504
AH3Mb	chr1	30000000.0	88.4956662347171
AH3Mb	chr1	31000000.0	85.26218748128169
AH3Mb	chr1	32000000.0	89.18318901491101
AH3Mb	chr1	33000000.0	87.11764783468833
AH3Mb	chr1	34000000.0	89.95290366871659
AH3Mb	chr1	35000000.0	90.0747838244773
AH3Mb	chr1	36000000.0	90.28210972213947
AH3Mb	chr1	37000000.0	88.90993784493351
AH3Mb	chr1	38000000.0	95.31990431237838
AH3Mb	chr1	39000000.0	94.55292818231727
AH3Mb	chr1	40000000.0	94.74962085769889
AH3Mb	chr1	41000000.0	92.4516840715396
AH3Mb	chr1	42000000.0	90.6040235081367
AH3Mb	chr1	43000000.0	90.44038768188072
AH3Mb	chr1	44000000.0	93.78610207018711
AH3Mb	chr1	45000000.0	90.96369770755065
AH3Mb	chr1	46000000.0	89.86003954281956
AH3Mb	chr1	47000000.0	87.72461402512116
AH3Mb	chr1	48000000.0	86.41607479168061
AH3Mb	chr1	49000000.0	84.28184021599024
AH3Mb	chr1	50000000.0	88.6632518253197
AH3Mb	chr1	51000000.0	86.44504647836933
AH3Mb	chr1	52000000.0	84.7524676509146
AH3Mb	chr1	53000000.0	78.47581859669128
AH3Mb	chr1	54000000.0	82.41276551640019
AH3Mb	chr1	55000000.0	84.61905408611054
AH3Mb	chr1	56000000.0	81.7175245743653
AH3Mb	chr1	57000000.0	86.05051022969718
AH3Mb	chr1	58000000.0	83.6801242047858
AH3Mb	chr1	59000000.0	82.54491664545645
AH3Mb	chr1	60000000.0	82.89926345264153
AH3Mb	chr1	61000000.0	81.98292559563397
AH3Mb	chr1	62000000.0	83.88370159973854
AH3Mb	chr1	63000000.0	80.95962122069938
AH3Mb	chr1	64000000.0	82.84926149352282
AH3Mb	chr1	65000000.0	78.91244398907095
AH3Mb	chr1	66000000.0	75.05861281454855
